repo,commit_sha,committed_at,commit_message,commit_type,language,lines_added,lines_deleted,files_changed,test_files_changed,doc_files_changed,has_tests,cyclomatic_complexity,total_diff_hunks,commit_hour,day_of_week,is_weekend,is_night_commit,num_reviewers,review_comments,time_to_review_hours,test_coverage_pct,developer_experience,prior_bugs_author,churn_ratio,scatter_score,complexity_per_file,is_buggy
expressjs/express,9e6760e186,2025-10-03T12:43:45Z,build(deps): bump ossf/scorecard-action from 2.4.2 to 2.4.3 (#6795)  Bumps [ossf/scorecard-action](https://github.com/ossf/scorecard-action) from 2.4.2 to 2.4.3. - [Release notes](https://github.com/o,bugfix,Unknown,1,1,1,0,0,0,1,2,12,4,0,0,0,1,5.1,0.0,5.6,31,0.5,0.5,0.5,1
expressjs/express,60d4c16cc9,2025-10-03T12:43:54Z,build(deps): bump actions/setup-node from 4.4.0 to 5.0.0 (#6794)  Bumps [actions/setup-node](https://github.com/actions/setup-node) from 4.4.0 to 5.0.0. - [Release notes](https://github.com/actions/se,other,Unknown,3,3,2,0,0,0,1,6,12,4,0,0,2,5,11.4,0.0,3.2,32,0.75,0.5,0.33,0
expressjs/express,e4fb370ad8,2025-10-03T12:44:02Z,build(deps): bump actions/download-artifact from 4.3.0 to 5.0.0 (#6793)  Bumps [actions/download-artifact](https://github.com/actions/download-artifact) from 4.3.0 to 5.0.0. - [Release notes](https://,other,Unknown,2,2,2,0,0,0,1,4,12,4,0,0,0,0,0.9,0.0,4.0,32,0.67,0.6667,0.33,0
expressjs/express,64e7373d69,2025-10-16T11:51:39Z,ci: add node.js 25 to test matrix (#6843),feature,Unknown,1,1,1,0,0,0,1,2,11,3,0,0,0,1,2.3,0.0,3.4,32,0.5,0.5,0.5,0
expressjs/express,1b196c8b82,2025-11-01T09:44:12Z,build(deps): bump actions/download-artifact from 5.0.0 to 6.0.0 (#6871)  Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>,other,Unknown,2,2,2,0,0,0,1,4,9,5,1,0,1,7,3.7,0.0,7.2,32,0.67,0.6667,0.33,0
expressjs/express,374fc1a0f9,2025-11-01T09:45:07Z,build(deps): bump actions/setup-node from 5.0.0 to 6.0.0 (#6870)  Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>,other,Unknown,3,3,2,0,0,0,1,6,9,5,1,0,0,4,2.7,0.0,5.0,32,0.75,0.5,0.33,0
expressjs/express,db507669ca,2025-11-01T09:45:51Z,build(deps): bump github/codeql-action from 3.30.5 to 4.31.2 (#6869)  Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>,other,Unknown,3,3,2,0,0,0,1,6,9,5,1,0,1,4,0.6,0.0,9.7,32,0.75,0.5,0.33,0
expressjs/express,4453d83cca,2025-11-01T09:46:37Z,build(deps): bump actions/upload-artifact from 4.6.2 to 5.0.0 (#6868)  Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>,other,Unknown,3,3,3,0,0,0,1,6,9,5,1,0,1,6,31.9,0.0,6.0,32,0.75,0.75,0.25,0
expressjs/express,2551a7d8af,2025-11-18T09:42:56Z,docs: switch badges from badgen.net to shields.io (#6900),docs,Unknown,4,4,1,0,1,0,2,8,9,1,0,0,2,1,7.2,0.0,3.8,32,0.8,0.2,1.0,0
expressjs/express,54af593b73,2025-11-23T23:52:16Z,refactor: use cached slice in app.listen (#6897)  Signed-off-by: Tacit1 <tacitim5@gmail.com>,refactor,JavaScript,1,1,1,0,0,0,1,2,23,6,1,1,2,6,7.8,0.0,2.3,32,0.5,0.5,0.5,0
expressjs/express,f33caf1f89,2025-11-25T03:32:28Z,Nominate to @efekrskl for triage team (#6888)  * Nominate to @efekrskl for triage team  * Update Readme.md,docs,Unknown,2,1,1,0,1,0,1,3,3,1,0,1,2,6,17.2,0.0,5.3,32,1.0,0.3333,0.5,0
expressjs/express,77bcd5274a,2025-11-25T10:32:32Z,docs: update emeritus triagers (#6890)  * docs: update emeritus triagers ---------  Co-authored-by: Ulises Gascón <ulisesgascongonzalez@gmail.com>,docs,Unknown,4,4,1,0,1,0,2,8,10,1,0,0,0,3,3.3,0.0,2.5,32,0.8,0.2,1.0,0
expressjs/express,758d4355d4,2025-11-26T14:19:57Z,deps: body-parser@^2.2.1 (#6922)  Includes the security patch for CVE-2025-13466,bugfix,Unknown,6,1,2,0,1,0,2,7,14,2,0,0,1,4,7.0,0.0,7.0,32,3.0,0.2857,0.67,1
expressjs/express,30bae81027,2025-12-01T12:12:08Z,build(deps): bump coverallsapp/github-action from 2.3.6 to 2.3.7 (#6930)  Bumps [coverallsapp/github-action](https://github.com/coverallsapp/github-action) from 2.3.6 to 2.3.7. - [Release notes](https,bugfix,Unknown,2,2,2,0,0,0,1,4,12,0,0,0,2,3,2.3,0.0,7.2,33,0.67,0.6667,0.33,1
expressjs/express,8eace4603c,2025-12-01T12:12:52Z,build(deps): bump github/codeql-action from 4.31.2 to 4.31.6 (#6929)  Bumps [github/codeql-action](https://github.com/github/codeql-action) from 4.31.2 to 4.31.6. - [Release notes](https://github.com/,bugfix,Unknown,3,3,2,0,0,0,1,6,12,0,0,0,2,0,24.4,0.0,3.3,34,0.75,0.5,0.33,1
expressjs/express,ed0ba3f1dc,2025-12-01T12:13:45Z,build(deps): bump actions/checkout from 5.0.0 to 6.0.0 (#6928)  Bumps [actions/checkout](https://github.com/actions/checkout) from 5.0.0 to 6.0.0. - [Release notes](https://github.com/actions/checkout,docs,Unknown,7,7,4,0,0,0,4,14,12,0,0,0,0,7,71.9,0.0,4.4,35,0.88,0.5,0.8,0
expressjs/express,2f64f68c37,2025-12-01T16:12:41Z,sec: security patch for CVE-2024-51999,bugfix,JavaScript,90,3,2,1,0,1,32,93,16,0,0,0,2,6,17.9,50.0,1.8,35,22.5,0.022,10.67,1
expressjs/express,4007ad103b,2025-12-01T16:17:31Z,Release: 5.2.0 (#6920),other,Unknown,5,3,2,0,1,0,2,8,16,0,0,0,1,2,7.6,0.0,8.7,36,1.25,0.3333,0.67,0
expressjs/express,697547cde6,2025-12-01T18:33:09Z,"Revert ""sec: security patch for CVE-2024-51999""  This reverts commit 2f64f68c37c64ae333e41ff38032d21860f22255.",bugfix,JavaScript,3,90,2,1,0,1,28,93,18,0,0,0,0,0,13.5,50.0,9.0,36,0.03,0.5,9.33,1
expressjs/express,dbac741a49,2025-12-01T18:35:03Z,5.2.1,other,Unknown,6,1,2,0,1,0,2,7,18,0,0,0,2,5,9.4,0.0,6.6,37,3.0,0.2857,0.67,0
expressjs/express,9eb700151b,2025-12-03T22:08:09Z,📝 add note to history,feature,Unknown,1,0,1,0,1,0,1,1,22,2,0,1,1,5,3.1,0.0,4.2,37,1.0,0.5,0.5,0
expressjs/express,c2fb76e99f,2025-12-19T09:44:49Z,docs: add @rxmarbles to triagers (#6953),feature,Unknown,1,0,1,0,1,0,1,1,9,4,0,0,0,6,4.1,0.0,5.4,37,1.0,0.5,0.5,0
expressjs/express,b5aae87594,2026-01-05T22:51:23Z,doc: fix security.md link to point to security tab,bugfix,Unknown,1,1,1,0,1,0,1,2,22,0,0,1,0,5,13.6,0.0,5.2,37,0.5,0.5,0.5,1
expressjs/express,3e81873b52,2026-01-07T14:38:53Z,build(deps): bump actions/download-artifact from 6.0.0 to 7.0.0 (#6961)  Bumps [actions/download-artifact](https://github.com/actions/download-artifact) from 6.0.0 to 7.0.0. - [Release notes](https://,other,Unknown,2,2,2,0,0,0,1,4,14,2,0,0,1,2,10.5,0.0,9.6,38,0.67,0.6667,0.33,0
expressjs/express,6cd404eb28,2026-01-07T14:41:34Z,fix: enhance req.acceptsCharsets method (#6088)  * fix: enhance req.acceptsCharsets method  * Update req.acceptsCharsets.js  ---------  Co-authored-by: Monaam Aouini <abdelmonaem.aouini@mispay.co> Co-,bugfix,JavaScript,37,7,2,1,0,1,15,44,14,2,0,0,1,5,6.9,50.0,8.5,38,4.62,0.0526,5.0,1
expressjs/express,4ae96bdf5e,2026-01-07T14:45:47Z,build(deps): bump actions/upload-artifact from 5.0.0 to 6.0.0 (#6965)  Bumps [actions/upload-artifact](https://github.com/actions/upload-artifact) from 5.0.0 to 6.0.0. - [Release notes](https://github,other,Unknown,3,3,3,0,0,0,1,6,14,2,0,0,0,2,3.9,0.0,8.7,39,0.75,0.75,0.25,0
expressjs/express,3c0ad4e8dc,2026-01-07T14:46:20Z,build(deps): bump github/codeql-action from 4.31.6 to 4.31.9 (#6964)  Bumps [github/codeql-action](https://github.com/github/codeql-action) from 4.31.6 to 4.31.9. - [Release notes](https://github.com/,bugfix,Unknown,3,3,2,0,0,0,1,6,14,2,0,0,2,3,8.9,0.0,8.8,39,0.75,0.5,0.33,1
expressjs/express,00bb633ca6,2026-01-07T14:46:37Z,deps: qs@^6.14.1,other,Unknown,1,1,1,0,0,0,1,2,14,2,0,0,2,4,33.1,0.0,9.6,40,0.5,0.5,0.5,0
expressjs/express,bc7d155f53,2026-01-07T14:47:41Z,build(deps): bump actions/checkout from 6.0.0 to 6.0.1 (#6963)  Bumps [actions/checkout](https://github.com/actions/checkout) from 6.0.0 to 6.0.1. - [Release notes](https://github.com/actions/checkout,bugfix,Unknown,7,7,4,0,0,0,4,14,14,2,0,0,0,1,5.5,0.0,3.2,40,0.88,0.5,0.8,1
expressjs/express,04d3a49976,2026-01-07T14:48:47Z,build(deps): bump actions/setup-node from 6.0.0 to 6.1.0 (#6962)  Bumps [actions/setup-node](https://github.com/actions/setup-node) from 6.0.0 to 6.1.0. - [Release notes](https://github.com/actions/se,other,Unknown,3,3,2,0,0,0,1,6,14,2,0,0,0,1,40.7,0.0,2.3,41,0.75,0.5,0.33,0
expressjs/express,2cd372e34c,2026-01-12T09:28:54Z,docs: add @krzysdz to the triage team (#6482),feature,Unknown,1,1,1,0,1,0,1,2,9,0,0,0,1,0,5.1,0.0,6.5,41,0.5,0.5,0.5,0
expressjs/express,9a3f7ff412,2026-01-16T15:29:01Z,Polish HTML structure of the response in the res.redirect() function (#5167)  * structure the DOM body  * structure the DOM body  * test: add html title to redirect test  * fix: update HTML structure ,bugfix,JavaScript,12,5,3,1,1,1,5,17,15,4,0,0,2,3,2.2,33.3,9.4,41,2.0,0.2308,1.25,1
expressjs/express,ae265a90c7,2026-01-16T21:19:39Z,docs: fix JSDoc for req.accepts() return value and parameter format (#6936)  * fixed request accept jsdoc  * reverted format  * reverted format  * updated jsdoc  * updated the rest of the documentatio,bugfix,JavaScript,4,8,1,0,0,0,3,12,21,4,0,0,2,4,24.6,0.0,9.2,42,0.44,0.2,1.5,1
expressjs/express,912893c07c,2026-01-17T02:27:22Z,test: added unit tests for utils.compileETag to cover valid and invalid inputs (#6534)  * Added unit tests for utils.compileETag to cover valid and invalid inputs  * test: enhance compileETag tests fo,feature,JavaScript,25,0,1,1,0,1,8,25,2,5,1,1,0,5,19.2,100.0,2.6,43,25.0,0.0385,4.0,0
expressjs/express,5a4568abfe,2026-01-17T22:36:22Z,chore: remove benchmarks directory (#6992),refactor,JavaScript,0,89,4,0,1,0,26,89,22,5,1,1,0,7,12.4,0.0,1.6,43,0.0,4.0,5.2,0
expressjs/express,a479419b16,2026-01-19T14:56:53Z,feat: do not modify the Content-Type twice when sending strings (#6991)  * fix: improve content-type handling in res.send method  * fix: ensure content-type is a string before setting charset in res.s,bugfix,JavaScript,11,14,2,0,1,0,8,25,14,0,0,0,0,7,12.6,0.0,4.7,43,0.73,0.1667,2.67,1
expressjs/express,c9ecf7b658,2026-02-01T02:51:17Z,feat: Allow passing null or undefined as the value for options in app.render (#6903)  * fix: allow null options in app.render  * fix: ensure options are initialized to an empty object in app.render  *,bugfix,JavaScript,25,1,3,1,1,1,9,26,2,6,1,1,0,7,30.0,33.3,6.4,44,12.5,0.1154,2.25,1
expressjs/express,6b7ccfcf12,2026-02-01T02:53:38Z,test: add test for normalizeType fallback when mime lookup fails (#6894)  Add test to verify that utils.normalizeType correctly defaults to 'application/octet-stream' when mime.lookup() returns null/u,feature,JavaScript,8,1,1,1,0,1,3,9,2,6,1,1,2,6,2.0,100.0,2.5,45,4.0,0.1111,1.5,1
expressjs/express,d12772393c,2026-02-01T03:12:23Z,fix: search example to support Redis v4+ and Express 4/5 (#6274)  * Fix Redis example to support Redis v4+ and Express 4/5  * update optional route syntax to /{:query} and refactor Redis initializatio,bugfix,JavaScript,41,19,1,0,0,0,20,60,3,6,1,1,1,4,11.4,0.0,6.5,46,2.05,0.0238,10.0,1
expressjs/express,66404b347a,2026-02-01T12:04:08Z,docs: Add @GroophyLifefor to the triage team (#6995),feature,Unknown,1,0,1,0,1,0,1,1,12,6,1,0,2,2,0.0,0.0,2.1,47,1.0,0.5,0.5,0
expressjs/express,2d4192ebb3,2026-02-09T23:04:00Z,build(deps): bump actions/checkout from 6.0.1 to 6.0.2 (#7011)  Bumps [actions/checkout](https://github.com/actions/checkout) from 6.0.1 to 6.0.2. - [Release notes](https://github.com/actions/checkout,bugfix,Unknown,7,7,4,0,0,0,4,14,23,0,0,1,1,4,1.0,0.0,6.0,47,0.88,0.5,0.8,1
expressjs/express,c76ed5ae05,2026-02-09T23:05:17Z,build(deps): bump actions/setup-node from 6.1.0 to 6.2.0 (#7012)  Bumps [actions/setup-node](https://github.com/actions/setup-node) from 6.1.0 to 6.2.0. - [Release notes](https://github.com/actions/se,other,Unknown,3,3,2,0,0,0,1,6,23,0,0,1,2,7,33.7,0.0,2.7,48,0.75,0.5,0.33,0
expressjs/express,1140301f6a,2026-02-09T23:10:13Z,build(deps): bump github/codeql-action from 4.31.9 to 4.32.0 (#7013)  * build(deps): bump github/codeql-action from 4.31.9 to 4.32.0  Bumps [github/codeql-action](https://github.com/github/codeql-acti,bugfix,Unknown,3,3,2,0,0,0,1,6,23,0,0,1,0,3,4.1,0.0,6.0,48,0.75,0.5,0.33,1
expressjs/express,9c85a25c02,2026-02-14T17:25:36Z,Remove duplicate tests in res.location and res.jsonp (#6996)  * test: remove duplicated tests  * test: fix typo in data URI encoding test description,bugfix,JavaScript,1,27,2,2,0,1,8,28,17,5,1,0,0,4,20.3,100.0,6.8,49,0.04,1.0,2.67,1
expressjs/express,925a1dff1e,2026-02-22T03:11:08Z,fix: bump qs minimum to ^6.14.2 for CVE-2026-2391 (#7057)  qs versions before 6.14.2 have an arrayLimit bypass in comma parsing that allows denial of service (GHSA-w7fw-mjwx-w883).  While the existing,bugfix,Unknown,1,1,1,0,0,0,1,2,3,6,1,1,0,2,7.3,0.0,4.2,50,0.5,0.5,0.5,1
expressjs/express,c4cc78bdf5,2026-02-22T03:15:11Z,docs: fix README security policy link (#7029),bugfix,Unknown,1,1,1,0,1,0,1,2,3,6,1,1,1,2,13.9,0.0,6.7,51,0.5,0.5,0.5,1
expressjs/express,b4ab7d65d7,2026-02-23T09:58:26Z,test: include edge case tests for `res.type()` (#7037),test,JavaScript,69,0,1,1,0,1,24,69,9,0,0,0,2,2,6.5,100.0,8.4,52,69.0,0.0143,12.0,0
expressjs/express,411061d94e,2026-03-01T10:21:45Z,build(deps): bump github/codeql-action from 4.32.0 to 4.32.4 (#7072)  Bumps [github/codeql-action](https://github.com/github/codeql-action) from 4.32.0 to 4.32.4. - [Release notes](https://github.com/,bugfix,Unknown,3,3,2,0,0,0,1,6,10,6,1,0,0,4,0.6,0.0,4.0,52,0.75,0.5,0.33,1
expressjs/express,e3b962c558,2026-03-01T10:23:27Z,build(deps): bump actions/download-artifact from 7.0.0 to 8.0.0 (#7073)  Bumps [actions/download-artifact](https://github.com/actions/download-artifact) from 7.0.0 to 8.0.0. - [Release notes](https://,other,Unknown,2,2,2,0,0,0,1,4,10,6,1,0,0,5,0.1,0.0,4.9,53,0.67,0.6667,0.33,0
expressjs/express,06e2367f91,2026-03-01T10:24:13Z,build(deps): bump actions/upload-artifact from 6.0.0 to 7.0.0 (#7074)  Bumps [actions/upload-artifact](https://github.com/actions/upload-artifact) from 6.0.0 to 7.0.0. - [Release notes](https://github,other,Unknown,3,3,3,0,0,0,1,6,10,6,1,0,1,0,1.5,0.0,3.7,53,0.75,0.75,0.25,0
expressjs/express,6c4249feec,2026-03-01T13:55:02Z,docs: replace dummy with placeholder in example comments (#7064)  * docs: replace 'dummy' with 'placeholder' in example comments  Use more inclusive language in code comments across example files. The,test,JavaScript,3,3,3,0,0,0,1,6,13,6,1,0,2,0,2.4,0.0,4.9,53,0.75,0.75,0.25,1
expressjs/express,e5099198b2,2026-03-31T04:39:23Z,docs: remove dead link from Readme (#7136)  * docs: remove dead link for import-brain  * Update Readme.md  Co-authored-by: krzysdz <12915102+krzysdz@users.noreply.github.com>  ---------  Co-authored-b,refactor,Unknown,1,1,1,0,1,0,1,2,4,1,0,1,2,1,13.3,0.0,8.9,54,0.5,0.5,0.5,0
expressjs/express,8e022edc91,2026-04-06T20:58:04Z,docs: update npm install docs URL in Readme.md (#7159)  The link for the npm install command pointed to the old/broken URL path (/getting-started/installing-npm-packages-locally). Updated to the curre,docs,Unknown,1,1,1,0,1,0,1,2,20,0,0,0,3,0,52.4,0.0,1.5,54,0.5,0.5,0.5,0
pallets/flask,410e5ab7ed,2024-11-18T18:55:14Z,Accept `AsyncIterable` for responses,other,Python,6,0,2,0,1,0,2,6,18,0,0,0,0,3,27.3,0.0,4.6,0,6.0,0.2857,0.67,0
pallets/flask,54c3f87af9,2024-11-23T00:23:09Z,fix type hint for `cli_runner.invoke`,bugfix,Python,4,1,2,1,1,1,1,5,0,5,1,1,0,6,8.6,50.0,8.3,0,2.0,0.4,0.33,1
pallets/flask,f2674c5bb4,2024-11-24T01:52:56Z,fix type hint for `cli_runner.invoke` (#5647),bugfix,Python,4,1,2,1,1,1,1,5,1,6,1,1,0,3,10.3,50.0,3.3,1,2.0,0.4,0.33,1
pallets/flask,75a8327cfd,2024-11-27T10:14:18Z,Update mongoengine.rst,other,Unknown,1,1,1,0,1,0,1,2,10,2,0,0,0,2,17.1,0.0,8.9,2,0.5,0.5,0.5,0
pallets/flask,5b525e9797,2025-01-05T17:01:49Z,markdown formatting  (cherry picked from commit 6b361ce06b08454329286214072139228e8c2f33),other,Unknown,4,6,1,0,1,0,3,10,17,6,1,0,0,5,8.0,0.0,7.6,2,0.57,0.2,1.5,0
pallets/flask,6b361ce06b,2025-01-05T17:01:49Z,markdown formatting,other,Unknown,4,6,1,0,1,0,3,10,17,6,1,0,1,4,29.1,0.0,4.4,2,0.57,0.2,1.5,0
pallets/flask,959052fb8d,2025-01-05T17:02:41Z,"use global contributing guide  Remove the per-project files so we don't have to keep them in sync. GitHub's UI links to everything except the contributing guide, so add a section about that to the rea",feature,Unknown,18,317,5,0,4,0,100,335,17,6,1,0,0,7,4.9,0.0,5.1,2,0.06,0.2632,16.67,0
pallets/flask,60a11a730e,2025-01-05T17:02:41Z,"use global contributing guide  Remove the per-project files so we don't have to keep them in sync. GitHub's UI links to everything except the contributing guide, so add a section about that to the rea",feature,Unknown,18,317,5,0,4,0,100,335,17,6,1,0,0,7,1.2,0.0,3.6,2,0.06,0.2632,16.67,0
pallets/flask,f51a23839a,2025-01-25T22:12:11Z,fix bash cli syntax error and app name,bugfix,Unknown,2,2,1,0,1,0,1,4,22,5,1,1,1,1,27.9,0.0,7.4,2,0.67,0.3333,0.5,1
pallets/flask,da60039486,2025-01-30T03:22:52Z,"Handle help arg by itself the same as no args  When the 'flask' command is used with only the '--help' parameter, this change will make sure to try and load the app before the help callback is run. Th",other,Python,5,1,2,0,1,0,2,6,3,3,0,1,2,7,8.3,0.0,8.5,3,2.5,0.3333,0.67,0
pallets/flask,fb54159861,2025-03-10T16:34:12Z,secret key rotation: fix key list ordering  The `itsdangerous` serializer interface[1] expects keys to be provided with the oldest key at index zero and the active signing key at the end of the list. ,bugfix,Python,15,5,3,1,1,1,6,20,16,0,0,0,2,6,9.6,33.3,5.5,3,2.5,0.1875,1.5,1
pallets/flask,2ae36c8dd5,2025-03-24T09:42:52Z,Remove HTTP Public Key Pinning from docs  The header is considered obsolete and no longer supported by any major browser. MDN link is dead.,refactor,Unknown,0,13,1,0,1,0,3,13,9,0,0,0,0,2,1.7,0.0,4.3,4,0.0,1.0,1.5,0
pallets/flask,235c52fa10,2025-03-29T21:37:13Z,fix rtd build,bugfix,Unknown,1,0,1,0,0,0,1,1,21,5,1,0,1,1,25.7,0.0,9.7,4,1.0,0.5,0.5,1
pallets/flask,165af0a090,2025-03-29T21:44:59Z,update dev dependencies,other,Python,64,58,10,3,4,1,39,122,21,5,1,0,2,1,4.4,30.0,8.7,5,1.08,0.1538,3.55,0
pallets/flask,04b070fa26,2025-03-29T21:49:06Z,Fix typo in the docs (#5650),bugfix,Unknown,1,1,1,0,1,0,1,2,21,5,1,0,1,7,14.7,0.0,5.9,5,0.5,0.5,0.5,1
pallets/flask,08c480b3b3,2025-03-29T22:10:55Z,Update app factory docs (#5671),docs,Unknown,2,2,1,0,1,0,1,4,22,5,1,1,2,0,2.9,0.0,5.9,6,0.67,0.3333,0.5,0
pallets/flask,5ea0ab8ea2,2025-03-29T22:15:04Z,Handle help arg by itself the same as no args (#5674),other,Python,5,1,2,0,1,0,2,6,22,5,1,1,0,1,1.4,0.0,1.5,6,2.5,0.3333,0.67,0
pallets/flask,c7c8dc38ea,2025-03-29T22:17:48Z,Remove HTTP Public Key Pinning from docs (#5695),refactor,Unknown,0,13,1,0,1,0,3,13,22,5,1,1,2,6,4.7,0.0,3.4,6,0.0,1.0,1.5,0
pallets/flask,7d5d187458,2025-03-29T22:23:34Z,better type checking during deprecation,other,Python,14,13,1,0,0,0,8,27,22,5,1,1,2,2,16.0,0.0,6.5,6,1.0,0.0667,4.0,0
pallets/flask,315ebc1176,2025-03-29T22:28:27Z,better type checking during deprecation (#5700),other,Python,14,13,1,0,0,0,8,27,22,5,1,1,0,6,10.5,0.0,6.3,6,1.0,0.0667,4.0,0
pallets/flask,c94d2a77db,2025-03-29T22:30:56Z,add endpoint name in favicon example,feature,Unknown,5,2,1,0,1,0,2,7,22,5,1,1,0,3,8.3,0.0,9.6,6,1.67,0.1667,1.0,0
pallets/flask,2732c4db66,2025-03-29T22:32:28Z,add endpoint name in favicon example (#5701),feature,Unknown,5,2,1,0,1,0,2,7,22,5,1,1,2,6,19.4,0.0,5.1,6,1.67,0.1667,1.0,0
pallets/flask,41ec5760a2,2025-03-29T22:42:58Z,remove tests about deprecated pkgutil.get_loader,refactor,Python,3,35,2,2,0,1,11,38,22,5,1,1,2,5,16.3,100.0,2.7,6,0.08,0.5,3.67,0
pallets/flask,73ce26c3e8,2025-03-29T22:45:11Z,remove tests about deprecated pkgutil.get_loader (#5702),refactor,Python,3,35,2,2,0,1,11,38,22,5,1,1,1,4,12.9,100.0,3.4,6,0.08,0.5,3.67,0
pallets/flask,bfffe87d4c,2025-03-29T22:57:16Z,add ghsa links,feature,Python,2,0,2,0,1,0,1,2,22,5,1,1,2,2,3.7,0.0,5.6,6,2.0,0.6667,0.33,0
pallets/flask,cbb6c36692,2025-03-29T23:18:43Z,update docs about fallback order,docs,Unknown,6,3,1,0,1,0,3,9,23,5,1,1,1,3,39.1,0.0,3.9,6,1.5,0.1429,1.5,0
pallets/flask,e785166507,2025-03-30T20:15:54Z,Async Iterable Response (#5659),other,Python,6,0,2,0,1,0,2,6,20,6,1,0,0,5,5.2,0.0,8.9,6,6.0,0.2857,0.67,0
pallets/flask,7bf3be8dfa,2025-05-01T15:40:57Z,Update server.rst  made changes to rename system preferences to system settings according to new mac os name change,feature,Unknown,1,1,1,0,1,0,1,2,15,3,0,0,0,4,5.4,0.0,3.8,6,0.5,0.5,0.5,0
pallets/flask,11c45eeba3,2025-05-11T12:58:48Z,update dev dependencies,other,Python,34,34,11,2,5,1,22,68,12,6,1,0,0,3,13.1,18.2,5.9,6,0.97,0.3143,1.83,0
pallets/flask,0109e496f6,2025-05-12T00:45:03Z,use uv,other,Python,1876,534,24,6,7,1,100,2410,0,0,0,1,1,2,1.4,25.0,6.9,6,3.51,0.0128,4.0,0
pallets/flask,941efd4a36,2025-05-12T01:04:35Z,use uv (#5727),other,Python,1876,534,24,6,7,1,100,2410,1,0,0,1,1,0,8.4,25.0,7.7,6,3.51,0.0128,4.0,0
pallets/flask,7fff56f517,2025-05-13T14:51:12Z,release version 3.1.1,other,Unknown,4,4,3,0,1,0,2,8,14,1,0,0,1,2,4.7,0.0,5.1,6,0.8,0.6,0.5,0
pallets/flask,57e7286948,2025-05-13T15:01:42Z,release version 3.1.1 (#5730),other,Unknown,4,4,3,0,1,0,2,8,15,1,0,0,0,3,2.6,0.0,9.9,6,0.8,0.6,0.5,0
pallets/flask,bbaf13333f,2025-05-13T15:09:39Z,fix syntax,bugfix,Unknown,2,2,1,0,1,0,1,4,15,1,0,0,0,6,9.9,0.0,4.8,6,0.67,0.3333,0.5,1
pallets/flask,52df9eed45,2025-05-13T15:31:54Z,drop end of life python versions,other,Python,78,284,11,2,3,1,100,362,15,1,0,0,2,5,1.0,18.2,9.8,7,0.27,0.1392,8.33,0
pallets/flask,a5f9742398,2025-05-13T15:35:41Z,drop end of life python versions (#5731),other,Python,78,284,11,2,3,1,100,362,15,1,0,0,1,7,7.5,18.2,1.6,7,0.27,0.1392,8.33,0
pallets/flask,daf1510a4b,2025-05-17T04:17:18Z,use template_filter without parens,other,Python,272,23,6,2,2,1,100,295,4,5,1,1,2,6,4.6,33.3,2.3,7,11.33,0.022,14.29,0
pallets/flask,184ec3c545,2025-05-18T15:11:00Z,Fix global CONTRIBUTING link,bugfix,Unknown,1,1,1,0,1,0,1,2,15,6,1,0,2,4,1.8,0.0,1.2,7,0.5,0.5,0.5,1
pallets/flask,a42c4d54a3,2025-05-20T16:30:04Z,Fix global CONTRIBUTING link (#5737),bugfix,Unknown,1,1,1,0,1,0,1,2,16,1,0,0,1,3,1.3,0.0,7.1,8,0.5,0.5,0.5,1
pallets/flask,0f83958247,2025-05-21T18:35:11Z,demonstrate escaping with query string  slash in value would be interpreted as a path separator in the URL,other,Unknown,6,8,1,0,1,0,4,14,18,2,0,0,2,4,36.3,0.0,5.2,9,0.67,0.1429,2.0,0
pallets/flask,adeea00707,2025-06-08T16:43:05Z,remove slsa provenance  PyPI trusted publishing has its own attestation support now.,refactor,Unknown,3,26,2,0,0,0,8,29,16,6,1,0,2,2,23.9,0.0,9.4,9,0.11,0.5,2.67,0
pallets/flask,f04c5e6964,2025-06-08T16:52:11Z,update dev dependencies,other,Python,239,229,11,2,0,1,100,468,16,6,1,0,0,6,11.6,18.2,4.6,9,1.04,0.0458,8.33,0
pallets/flask,a758915893,2025-06-09T21:31:31Z,svg logo,other,Python,9,3,9,0,2,0,4,12,21,0,0,0,0,1,23.2,0.0,6.8,9,2.25,0.9,0.4,0
pallets/flask,a7b67c99f9,2025-06-09T21:33:26Z,svg logo (#5757),other,Python,9,3,9,0,2,0,4,12,21,0,0,0,0,0,18.3,0.0,6.6,9,2.25,0.9,0.4,0
pallets/flask,2b42a803a2,2025-06-10T04:20:36Z,cleanup svg,refactor,Unknown,3,3,3,0,0,0,1,6,4,1,0,1,1,5,21.1,0.0,1.7,9,0.75,0.75,0.25,0
pallets/flask,f17d986948,2025-06-10T20:18:15Z,cleanup svg,refactor,Unknown,59,3,3,0,0,0,21,62,20,1,0,0,0,7,15.7,0.0,7.9,9,14.75,0.05,5.25,0
pallets/flask,85cc710464,2025-06-12T20:46:49Z,svg logo,other,Python,48,52,8,0,2,0,32,100,20,3,0,0,1,1,16.7,0.0,9.8,9,0.91,0.1633,3.56,0
pallets/flask,d44f1c6523,2025-07-16T09:21:50Z,relax type hint for bytes io,other,Python,2,1,2,0,1,0,1,3,9,2,0,0,0,0,1.0,0.0,8.9,9,1.0,0.6667,0.33,0
